,id,date,monday,tuesday,wednesday,thursday,friday,saturday,sunday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood (target)
11,AS14.01,31-03-14,1,0,0,0,0,0,0,7.4,0,0.6,0.070505481,95.45833871,1,0,17.01956897,41.33827132,51.73294118,6.875833333,51.176,0,24.414,56.27729167,36.6762,29.29,12.37088235,0,0
12,AS14.01,01-04-14,0,1,0,0,0,0,0,6,0.2,0,0.118443243,90.38897896,1,0,5.749033195,33.1278587,42.94320833,15.21738889,78.247,30.796,15.14875,45.81879091,115.3300714,0,19.1717037,0,0
13,AS14.01,02-04-14,0,0,1,0,0,0,0,6.5,0.333333333,0.666666667,0.101916611,94.50668584,1,0,16.42885909,33.75685854,46.32331034,13.04089474,0,90.481,23.54526087,64.69418868,0,0,21.3356875,0,0
14,AS14.01,03-04-14,0,0,0,1,0,0,0,6.4,-1.2,0,0.049238473,79.85759329,1,0,9.175747036,46.42470096,49.75503846,25.41133333,0,0,14.26013333,44.42592958,19.082,0,14.05938462,0,0
15,AS14.01,04-04-14,0,0,0,0,1,0,0,6.2,0.2,0.4,0.126689311,80.38578571,1,1,10.19702604,44.5660813,96.5766875,0,0,0,22.100125,71.93782759,22.60585714,0,9.899384615,0,0
16,AS14.01,05-04-14,0,0,0,0,0,1,0,6.8,-0.4,0.6,0.119002302,53.02271429,0,0,163.002043,37.70818,76.369,0,0,0,11.59042857,45.401,31.32416667,0,13.21733333,0,0
17,AS14.01,06-04-14,0,0,0,0,0,0,1,6.5,-0.75,0.5,0.064407799,82.05848351,1,0,33.94523881,47.93918571,93.607,0,57.203,0,19.85333333,64.292,0,0,9.2498,0,0
18,AS14.01,07-04-14,1,0,0,0,0,0,0,6.5,-0.666666667,0.25,0.050670621,80.70804098,1,0,7.07921374,57.01562016,74.52016667,9.2256,0,17.107,21.2935,61.47575,60.247,0,51.45275,0,0
19,AS14.01,08-04-14,0,1,0,0,0,0,0,6.6,-0.4,0.333333333,0.075327058,71.23175473,1,0,5.685917197,49.10649223,165.0704286,6.377,0,0,29.93057143,59.00268889,0,0,18.0715,0,0
20,AS14.01,09-04-14,0,0,1,0,0,0,0,7.4,-0.8,1,0.120384115,67.45417413,1,0,9.582555556,38.13009877,78.3975,0,0,0,43.33175,44.16171875,0,0,115.4718,0,0
21,AS14.01,10-04-14,0,0,0,1,0,0,0,7.4,-0.4,0.8,0.078963105,101.0445543,1,0,6.685560748,65.08548,154.90775,0,1.059,23.195,13.489875,39.15723333,0,0,25.17913333,0,0
22,AS14.01,11-04-14,0,0,0,0,1,0,0,7,-1.2,0.8,0.079986202,85.58411382,0,0,24.06450714,27.5751405,123.508625,15.68216667,0,0,8.575333333,45.90823077,34.234,0,23.84977778,0,0
23,AS14.01,12-04-14,0,0,0,0,0,1,0,7.25,-0.75,0.75,0.072249061,250.0172128,0,0,5.600851852,143.3713696,182.2068333,0,0,0,11.29042857,44.072,5.031,0,14.09568,0,0
24,AS14.01,13-04-14,0,0,0,0,0,0,1,8,-1.25,1,0.014021329,57.30717141,0,0,6.301619718,47.68673913,62.348,9.157,0,0,8.564454545,17.251,0,0,0,0,0
25,AS14.01,14-04-14,1,0,0,0,0,0,0,7.2,-1.2,0.6,0.083887314,138.3496,1,1,5.463528409,51.47844444,216.0536552,14.88716667,0,0,12.09133333,162.3325,14.552,0,34.00048276,0,0
26,AS14.01,15-04-14,0,1,0,0,0,0,0,6.4,0,0.8,0.090112153,101.3822612,1,1,6.735679325,40.68124837,49.71168421,4.347666667,0,0,18.4025,100.6411364,8.363,0,19.98521429,0,0
27,AS14.01,16-04-14,0,0,1,0,0,0,0,7.2,0.75,0.5,0.116110336,75.89378787,0,1,6.198744966,36.9644,23.70744444,0,0,0,6.797333333,65.96041379,0,0,22.3587,0,0
28,AS14.01,17-04-14,0,0,0,1,0,0,0,6.6,-0.4,0.6,0.056917857,150.1848,1,0,4.886734513,108.7462294,28.4482,0,0,0,10.7526,70.2382,0,0,16.57266667,0,0
29,AS14.01,18-04-14,0,0,0,0,1,0,0,6.8,-0.8,0.8,0.094033007,156.8689419,1,0,13.58319708,65.14215854,86.03933333,17.02328571,0,0,6.827,199.3922,21.29133333,0,22.17,0,0
30,AS14.01,19-04-14,0,0,0,0,0,1,0,7.8,-0.2,1,0.099431912,162.1127805,1,0,7.630564516,35.43194805,78.21233333,15.93816667,29.084,0,6.2964,36.06109091,64.445,0,33.97733333,0,0
31,AS14.01,20-04-14,0,0,0,0,0,0,1,7.25,-0.25,0.75,0.074816243,93.74739326,1,1,6.144424658,57.29567816,60.62433333,5.303,0,0,6.8404,93.23925,0,0,12.1035,0,0
32,AS14.01,21-04-14,1,0,0,0,0,0,0,7.6,-0.25,1,0.102041059,64.96594914,1,0,33.41972816,43.57276087,18.72,11.08866667,0,0,11.6098,61.28171429,22.75933333,0,21.0882,0,0
33,AS14.01,22-04-14,0,1,0,0,0,0,0,7.4,0.2,1,0.091929552,84.64628415,1,0,12.09264481,46.7527284,39.32203571,6.408833333,0,0,10.52666667,67.74038095,0,0,20.15309524,0,0
34,AS14.01,23-04-14,0,0,1,0,0,0,0,7.6,0.2,1,0.045985689,96.90226666,1,0,7.963676056,54.11195152,38.603,6.017,0,0,7.066333333,43.88316667,0,0,22.44945455,0,0
35,AS14.01,24-04-14,0,0,0,1,0,0,0,7.6,-0.4,1,0.050902988,206.4156822,1,0,9.646519737,64.61422,103.8366279,41.9874,0,0,7.98325,76.81531429,17.06133333,0,23.10312903,0,0
36,AS14.01,25-04-14,0,0,0,0,1,0,0,7.2,-0.2,0.8,0.109061064,99.10597163,1,1,6.289330769,51.26157746,50.064,7.023666667,0,0,11.4745,96.85626087,21.10533333,0,20.46905882,0,0
37,AS14.01,26-04-14,0,0,0,0,0,1,0,7.6,-0.2,1,0.214248772,221.1717,1,1,8.732515152,59.71760465,125.556,6.81675,0,0,9.241,789.459,23.53865,3.148,15.03633333,0,0
38,AS14.01,27-04-14,0,0,0,0,0,0,1,7.5,0,1,0.030478924,107.5577736,0,0,15.74773171,50.65620833,137.2928182,0,0,0,105.6684,13.735,0,0,10.05633333,0,0
39,AS14.01,28-04-14,1,0,0,0,0,0,0,7.6,-0.8,0.8,0.019675323,121.4362921,1,0,11.5087807,55.2632,110.6027143,51.69477778,0,0,12.09733333,201.9944167,0,0,17.2815,0,0
40,AS14.01,29-04-14,0,1,0,0,0,0,0,7,-0.25,1,0.102758249,77.18913725,0,0,38.05692806,48.53981013,65.10554167,0,166.6525,0,8.0944,102.87125,20.991,0,21.60189474,0,0
41,AS14.01,30-04-14,0,0,1,0,0,0,0,7.8,-0.4,0.75,0.151051459,79.78786956,1,0,7.16070339,34.14055769,33.65746667,62.50366667,0,0,23.222875,9.907333333,17.049875,0,22.459,0,0
42,AS14.01,01-05-14,0,0,0,1,0,0,0,8,-0.4,1,0.037065268,81.24058638,1,1,9.380565,40.75328358,58.85825,29.35786667,0,28.098,7.405,144.6747647,0,0,17.97126667,0,0
43,AS14.01,02-05-14,0,0,0,0,1,0,0,7.6,-0.2,1,0.077341019,120.708152,0,0,6.628633333,58.27880882,58.81466667,34.508,0,0,6.4886,45.36858824,0,0,5.5415,0,0
44,AS14.01,03-05-14,0,0,0,0,0,1,0,8,-0.2,1,0.071740885,109.1471467,0,1,9.657141026,74.42255738,125.5431818,37.039125,0,0,8.1138,22.84466667,143.631,30.102,31.40125,0,0
45,AS14.01,04-05-14,0,0,0,0,0,0,1,8,-0.5,1,0.136191808,92.01867187,0,0,18.50987368,52.83889063,154.7343333,0,0,0,7.105,98.9354,0,0,0,0,0
46,AS14.02,16-03-14,0,0,0,0,0,0,1,6.333333333,0,0,0,39.221016,1,1,24.61662626,47.04222388,88.392,0,0,0,21.47926316,10.68182353,0,0,0,0,0
47,AS14.02,17-03-14,1,0,0,0,0,0,0,6.75,0.5,0.5,0.168068415,76.38924061,1,0,9.313234848,47.55911579,502.2356,0,0,0,12.962375,10.3028,0,0,0,0,0
48,AS14.02,18-03-14,0,1,0,0,0,0,0,8.2,0.6,0.8,0.219484384,27.51506708,1,1,18.21343357,33.05110084,29.64766667,0,0,0,17.7444,11.17705263,0,0,0,0,0
49,AS14.02,19-03-14,0,0,1,0,0,0,0,6.8,0.4,0.4,0.315631757,49.59246667,1,1,11.43057353,32.87327848,16.34491667,0,0,0,17.58933333,9.563,17.72390625,0,0,0,0
50,AS14.02,20-03-14,0,0,0,1,0,0,0,7.25,-0.5,0.75,0.23902496,34.33333859,1,1,12.01335811,31.68192647,14.818,0,0,0,10.857125,14.622,0,0,0,0,0
51,AS14.02,21-03-14,0,0,0,0,1,0,0,7.5,-0.75,0.75,0.289627925,75.37737162,1,1,12.4597933,44.66321875,153.2013333,0,0,0,9.486,16.16754167,24.572,0,0,0,0
52,AS14.02,22-03-14,0,0,0,0,0,1,0,6.5,-1,-0.5,0.446043687,35.13686112,1,1,9.019934579,21.79124706,36.82838889,0,0,0,10.801,10.75439474,20.01582051,0,0,0,0
53,AS14.02,23-03-14,0,0,0,0,0,0,1,6.25,-1,0,0.269697157,32.11721277,1,1,7.645350427,36.79798,22.82929412,0,0,0,15.46625,19.11044444,23.83375472,0,0,0,0
54,AS14.02,24-03-14,1,0,0,0,0,0,0,6.4,0.2,-0.2,0.156124663,22.4930813,1,0,12.06175281,48.58356452,48.36481818,0,0,0,16.3616,17.90776923,0,0,0,0,0
55,AS14.02,25-03-14,0,1,0,0,0,0,0,7.75,-1.25,0.75,0.230513655,27.76879042,1,0,17.11543293,38.20206849,91.9178,0,0,0,10.075,11.419,0,0,0,0,0
56,AS14.02,26-03-14,0,0,1,0,0,0,0,7.2,-1.2,0.4,0.293953462,38.41537975,1,0,13.46313178,36.19784286,30.6858,0,0,0,8.39,42.21683784,0,0,0,0,0
57,AS14.02,27-03-14,0,0,0,1,0,0,0,7.25,0,0.5,0.228849009,33.02862643,1,0,18.73656198,32.93453846,40.89841667,0,0,0,60.98775,10.17075,0,0,4.477533333,0,0
58,AS14.02,28-03-14,0,0,0,0,1,0,0,6.8,-0.6,0.6,0.261598328,26.46387333,1,1,9.751064815,18.86556061,33.69714286,0,0,0,12.5669,66.27353659,0,0,0,0,0
59,AS14.02,29-03-14,0,0,0,0,0,1,0,7.25,-0.75,0.25,0.432469355,31.0087535,1,0,108.85175,52.23143902,265.817,0,0,0,13.21025,40.29646154,15.676375,0,0,0,0
60,AS14.02,30-03-14,0,0,0,0,0,0,1,7,-1,0.75,0.241887309,34.84107964,1,1,8.049864583,32.67223529,53.27475,0,0,0,7.548533333,21.52673333,0,0,0,0,0
61,AS14.02,31-03-14,1,0,0,0,0,0,0,7.2,-0.8,0.4,0.156372924,29.11064634,1,1,8.35421831,28.52094253,29.58041667,0,0,0,13.6235,127.4144375,0,0,0,0,0
62,AS14.02,01-04-14,0,1,0,0,0,0,0,7.4,-0.2,0.8,0.261960532,20.23152145,1,1,22.68304065,21.68213115,15.3952,0,0,0,20.71255556,11.24241176,57.53333333,0,0,0,0
63,AS14.02,02-04-14,0,0,1,0,0,0,0,6.4,-0.6,-0.2,0.319120562,38.0321989,1,0,13.93056738,31.9828587,72.961,0,0,0,18.392,12.22696154,0,0,0,0,0
64,AS14.02,03-04-14,0,0,0,1,0,0,0,5.75,-0.25,0,0.32250584,36.44010696,1,0,8.242201299,27.65716154,42.21438462,0,0,0,11.2264,13.60233333,26.5245,0,0,0,0
65,AS14.02,04-04-14,0,0,0,0,1,0,0,6.4,-1.2,0.2,0.227270357,24.19450332,1,0,10.48307477,33.44566667,161.9456,0,0,0,14.8852,17.665,0,0,0,0,0
66,AS14.02,05-04-14,0,0,0,0,0,1,0,7.4,0,0.6,0.321919722,69.14246562,1,1,10.87270556,25.38086813,26.4828,0,0,0,12.612125,23.51009091,24.2544375,0,0,0,0
67,AS14.02,06-04-14,0,0,0,0,0,0,1,4.5,-1,-1.25,0.21520952,41.47690907,1,0,9.448934426,28.47260465,38.68625,0,0,0,7.50275,21.75233333,0,0,0,0,0
68,AS14.02,07-04-14,1,0,0,0,0,0,0,6.8,0,0.6,0.136523734,40.55112738,1,0,15.28812371,59.70125397,81.99066667,0,0,0,17.69133333,37.89026415,0,0,0,0,0
69,AS14.02,08-04-14,0,1,0,0,0,0,0,6.25,-0.25,0.5,0.261951038,25.02547239,1,1,8.585347826,25.17616667,27.64,0,0,0,13.4434,21.93975862,0,0,0,0,0
70,AS14.02,09-04-14,0,0,1,0,0,0,0,7.25,-0.5,0.25,0.247209848,35.76040994,1,1,8.974981132,27.50664634,33.01242105,0,0,0,12.2794,22.64007692,0,0,0,0,0
71,AS14.02,10-04-14,0,0,0,1,0,0,0,7.25,0.25,0.75,0.260750604,47.54084242,1,1,10.51170968,29.31437634,21.728875,0,0,0,28.2428,16.67079412,58.34588889,0,1.0225,0,0
72,AS14.02,11-04-14,0,0,0,0,1,0,0,6.5,-0.5,0.5,0.424481427,28.76252476,1,1,10.53191837,24.41451042,24.16289655,0,0,0,22.688,13.31854167,15.773225,0,0,0,0
73,AS14.02,12-04-14,0,0,0,0,0,1,0,6,-2,-1,0.378301733,26.70670804,1,1,14.613344,21.36291549,0,0,0,0,11.016,26.19866667,18.10925,0,3.493,0,0
74,AS14.02,13-04-14,0,0,0,0,0,0,1,7.2,-0.6,0.4,0.289820118,20.91222113,1,0,9.461351852,19.88881395,24.768,0,0,0,15.8224,9.467,8.869222222,0,0,0,0
75,AS14.02,14-04-14,1,0,0,0,0,0,0,8,0.75,1,0.18707405,28.88586459,1,1,10.12465,27.61328788,5.633647059,0,0,0,7.060666667,18.939,0,0,9.387555556,0,0
76,AS14.02,15-04-14,0,1,0,0,0,0,0,7.25,-0.5,0.5,0.173628883,38.96038891,1,1,8.188833333,37.15975,4.9145,0,0,0,0,12.693,0,0,0,0,0
77,AS14.02,16-04-14,0,0,1,0,0,0,0,6.666666667,-0.333333333,0.333333333,0.353276353,27.32099992,1,1,12.5133,0,0,0,0,0,0,0,0,0,0,0,0
78,AS14.02,17-04-14,0,0,0,1,0,0,0,6.5,0.25,0,0.47008547,13.74499989,1,1,2.007,12.53366667,0,0,0,0,0,0,0,0,0,0,0
79,AS14.02,18-04-14,0,0,0,0,1,0,0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AS14.02,19-04-14,0,0,0,0,0,1,0,5.666666667,-0.666666667,-0.333333333,0.5,93.66100001,1,0,10.09,24.11366667,0,0,0,0,0,0,0,0,0,0,0
81,AS14.02,20-04-14,0,0,0,0,0,0,1,5,-0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,AS14.02,21-04-14,1,0,0,0,0,0,0,5.5,-0.5,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,AS14.02,22-04-14,0,1,0,0,0,0,0,5.666666667,-1.333333333,-0.333333333,75,6.540000081,1,1,0,0,0,0,0,0,0,35.629,0,0,0,0,0
84,AS14.02,23-04-14,0,0,1,0,0,0,0,5.5,0,0.5,0.142857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,AS14.02,24-04-14,0,0,0,1,0,0,0,7,-0.5,-0.5,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,AS14.02,25-04-14,0,0,0,0,1,0,0,9,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,AS14.03,21-03-14,0,0,0,0,1,0,0,9,1,2,0,33.29908002,1,1,15.27772727,45.38786842,31.5339,0,0,10.046,36.2392,0,0,0,0,0,0
88,AS14.03,22-03-14,0,0,0,0,0,1,0,7.8,0.8,1,0.191388309,36.71579167,1,1,12.68652632,13.09985714,53.63731507,0,0,0,14.86933333,0,24.07785714,0,4.35,0,0
89,AS14.03,23-03-14,0,0,0,0,0,0,1,8.2,-0.2,1.2,0.100246698,43.14817949,1,1,12.96252632,31.31504167,20.98061446,36.364,0,40.4995,15.7205625,0,34.425625,0,0,44.854,0
90,AS14.03,24-03-14,1,0,0,0,0,0,0,7.8,-0.6,1.4,0.090740222,49.984368,1,0,13.178,36.22755556,33.11900847,15.031,0,25.065,40.52461905,0,0,11.064,5.136,0,0
91,AS14.03,25-03-14,0,1,0,0,0,0,0,7.8,-0.4,1.2,0.132768286,28.2918806,1,1,47.47704545,16.52022785,13.51416,149.181,0,12.82509091,26.726,0,0,47.324,9.614333333,0,0
92,AS14.03,26-03-14,0,0,1,0,0,0,0,8.25,0.5,1,0.091153201,31.63473809,1,0,5.64947619,14.71351136,25.33196774,29.047,0,5.171,10.38285714,0,6.42,3.8245,0,0,0
93,AS14.03,27-03-14,0,0,0,1,0,0,0,7.75,0.25,0.5,0.103195754,36.80485395,1,1,21.012,15.02680645,19.45596471,0,0,6.7185,10.00533333,0,0,0,8.745,0,0
94,AS14.03,28-03-14,0,0,0,0,1,0,0,8,-0.5,1.5,0.104679288,28.76497344,1,0,25.22963636,13.2518169,37.66057303,0,0,15.402,17.59828571,0,0,31.8935,7.045,0,0
95,AS14.03,29-03-14,0,0,0,0,0,1,0,8.6,-0.2,1.6,0.163377338,43.48828847,0,1,9.655,7.6464,40.794,49.371,0,0,10.4425,0,0,0,0,0,0
96,AS14.03,30-03-14,0,0,0,0,0,0,1,8.4,-0.2,1,0.164650715,34.98744117,1,0,3.21725,15.68747436,29.1402,0,0,26.284,15.5045,0,0,35.267,0,15.9775,0
97,AS14.03,31-03-14,1,0,0,0,0,0,0,7.4,0.4,0.6,0.083633585,76.4084878,1,1,39.32684615,53.81323171,19.99374118,25.83033333,0,0,7.056142857,0,0,0,5.16,0,0
98,AS14.03,01-04-14,0,1,0,0,0,0,0,7.6,0.4,0.4,0.09741434,36.42947727,1,0,49.42390909,12.06437288,31.89321569,58.641,0,15.6225,12.702125,0,0,0,0,0,0
99,AS14.03,02-04-14,0,0,1,0,0,0,0,7.4,0.2,0.6,0.078688138,32.34846155,1,0,32.85376923,13.02473016,33.58481356,21.813,0,4.67475,9.8842,0,27.0725,0,0,0,0
100,AS14.03,03-04-14,0,0,0,1,0,0,0,7.8,0,1,0.083636454,28.55241975,1,0,1399.054714,11.23252459,38.05745455,9.012875,0,0,10.13744444,0,0,20.192,14.5985,0,0
101,AS14.03,04-04-14,0,0,0,0,1,0,0,7.8,0.2,1.4,0.08710656,41.96680518,0,1,20.56976667,26.80303333,24.93754545,47.284,0,6.163,56.416875,0,0,315.509,0,0,0
102,AS14.03,05-04-14,0,0,0,0,0,1,0,7.6,1.2,1,0.114427938,40.55433683,1,0,9.742925926,16.57319403,40.99667857,0,0,35.49533333,10.14366667,0,9.848,0,0,0,0
103,AS14.03,06-04-14,0,0,0,0,0,0,1,6.8,0.2,0.8,0.076772015,91.34165149,0,0,3.687666667,28.09011538,54.28461538,0,0,0,170.7655,0,0,23.094,0,0,0
104,AS14.03,07-04-14,1,0,0,0,0,0,0,7.4,0.2,1,0.144063937,54.14672043,1,0,28.38147619,24.825625,36.43205797,17.6394,0,31.17025,8.009111111,0,0,27.588,0,0,0
105,AS14.03,08-04-14,0,1,0,0,0,0,0,7.4,0.4,1.2,0.103830889,53.28442857,1,1,45.97526316,11.58244068,20.11749231,27.089,0,1.494.864,7.0913,0,0,11.128,0,0,0
106,AS14.03,09-04-14,0,0,1,0,0,0,0,7.8,0.6,1,0.092122233,19.92946067,0,0,7.947666667,10.91235714,17.89745455,15.8675,0,5.423333333,5.724615385,0,0,25.127,0,0,0
107,AS14.03,10-04-14,0,0,0,1,0,0,0,7.4,0.4,1,0.108066399,77.12374727,0,1,51.8445,21.17832143,47.05640678,0,0,5.217,9.5092,13.22,0,2.239.937,0,0,0
108,AS14.03,11-04-14,0,0,0,0,1,0,0,7.6,0.2,1,0.120188083,55.37689999,0,0,17.0265,19.52756322,55.865875,17.149,0,4.58,29.50766667,0,0,28.343,4.513,0,0
109,AS14.03,12-04-14,0,0,0,0,0,1,0,7.666666667,0.333333333,1,0.127037342,56.65495453,1,0,1145.709353,15.30986667,354.5507647,0,0,0,97.49790909,0,0,21.096,9.33,0,0
110,AS14.03,13-04-14,0,0,0,0,0,0,1,7.4,0.2,1,0.078137542,106.1993561,1,1,173.932625,54.34209091,43.48559459,0,0,35.76422222,333.4851538,0,0,0,0,0,0
111,AS14.03,14-04-14,1,0,0,0,0,0,0,7,0,0.8,0.092896266,52.22774074,0,1,45.20195,70.02386275,18.59143548,28.19,0,8.073,9.668,5.909285714,0,11.226,17.303,0,0
112,AS14.03,15-04-14,0,1,0,0,0,0,0,7.6,0.2,0.8,0.119554999,31.21877951,1,0,15.79347826,23.88619149,33.03646429,0,0,6.025,12.529375,0,0,12.082,0,0,0
113,AS14.03,16-04-14,0,0,1,0,0,0,0,8,0.8,1,0.114768169,52.29967647,1,0,8.422034483,23.45646774,41.4412381,18.113,0,16.593,11.692,0,0,19.114,7.662,0,0
114,AS14.03,17-04-14,0,0,0,1,0,0,0,7.25,0.25,0.75,0.140859246,32.30003871,1,1,50.45444444,17.50671795,13.80696429,86.288,0,0,7.595272727,0,0,101.287,15.6655,0,0
115,AS14.03,18-04-14,0,0,0,0,1,0,0,7.5,0,1,0.073876083,65.14309375,1,0,47.33994595,41.59010345,72.95927119,0,0,26.26342857,4.298363636,0,0,9.1335,7.954,0,0
116,AS14.03,19-04-14,0,0,0,0,0,1,0,7.8,0.6,0.8,0.208229777,30.03995834,1,1,8.401714286,36.09965625,2.151774194,0,0,0,10.6988,0,17.2585,0,0,0,0
117,AS14.03,20-04-14,0,0,0,0,0,0,1,7.5,0.25,1,0.146852637,33.54929807,1,1,18.136,16.56643333,14.697,0,0,0,9.8222,0,13.3085,112.58,0,0,0
118,AS14.03,21-04-14,1,0,0,0,0,0,0,7.4,0.2,1,0.020845805,150.49845,1,0,144.612,26.904,78.75537255,23.194,0,0,186.8107778,0,55.73966667,0,5.461,0,0
119,AS14.03,22-04-14,0,1,0,0,0,0,0,7.6,0.4,0.8,0.092855614,37.16373405,0,0,6.636526316,29.13712903,35.49068182,0,0,13.18266667,7.3491,0,0,23.108,0,0,0
120,AS14.03,23-04-14,0,0,1,0,0,0,0,7,0.6,0.8,0.120389719,39.92923364,0,1,9.6916,18.96874359,25.19728421,79.5615,0,0,9.7545,0,0,24.156,0,0,0
121,AS14.03,24-04-14,0,0,0,1,0,0,0,7.4,-0.2,1,0.106001092,49.9347347,0,0,9.639583333,42.01702985,19.64165169,26.177,0,0,17.66822222,0,0,17.439,0,0,0
122,AS14.03,25-04-14,0,0,0,0,1,0,0,7.5,-1,1,0.106167618,106.5070588,0,0,8.4248,89.12332584,33.66617172,10.82575,0,59.49933333,11.5248,0,0,27.2505,10.174,0,0
123,AS14.03,26-04-14,0,0,0,0,0,1,0,7.5,-0.25,1,0.26914225,53.67775384,1,1,26.07594118,45.11092308,39.66713043,0,0,0,6.003066667,2.779285714,0,0,0,0,0
124,AS14.03,27-04-14,0,0,0,0,0,0,1,7.6,-1.4,1,0.065552072,66.97388606,0,0,4.47,22.46725641,110.1794179,0,0,0,121.7142,0,60.10355556,18.78333333,0,0,0
125,AS14.03,28-04-14,1,0,0,0,0,0,0,7,-1.4,1,0.08262849,31.45065421,1,0,7.3880625,33.55517647,38.86135556,14.0585,0,0,7.953333333,2.625333333,0,8.246,6.619,0,0
126,AS14.03,29-04-14,0,1,0,0,0,0,0,7.2,-0.6,1,0.118695848,32.19223683,0,0,10.3895,19.48492391,10.71620213,34.24957143,0,6.506,8.331125,0,0,13.057,0,0,0
127,AS14.03,30-04-14,0,0,1,0,0,0,0,7,-1.2,1,0.089692241,50.59225925,0,0,19.1088,27.40727941,30.40445455,0,0,0,12.17242857,0,0,20.75,8.135,0,0
128,AS14.03,01-05-14,0,0,0,1,0,0,0,7.2,-0.8,1,0.136388835,45.6702439,1,0,114.0235625,20.82934615,42.62888732,0,0,15.2915,8.0127,0,22.448,0,12.198,0,0
129,AS14.03,02-05-14,0,0,0,0,1,0,0,7.6,-1.2,1.4,0.134376923,76.22039081,1,1,7.229342105,21.61423529,46.05614607,21.612,0,0,50.99842857,0,49.673,0,7.2255,0,0
130,AS14.03,03-05-14,0,0,0,0,0,1,0,7.75,-0.4,1,0.138918931,72.86568628,1,0,45.87325,16.50192857,33.30291,0,0,0,6.015666667,0,18.12725,15.146,11.342,0,0
131,AS14.03,04-05-14,0,0,0,0,0,0,1,7.4,-1.2,0.8,0.066162407,64.85508511,1,0,5.3756,7.68584,81.60118182,0,0,0,7.552,0,0,41.416,0,0,0
132,AS14.03,05-05-14,1,0,0,0,0,0,0,7.25,-1,1,0.101182005,27.57211864,1,1,4.451571429,14.1259403,23.36678571,13.243,0,0,22.659,0,65.241,140.589,6.155,0,0
133,AS14.03,07-05-14,0,0,1,0,0,0,0,7.666666667,-0.666666667,1,0.094450356,39.90363637,0,0,55.36007692,17.46356579,18.51559375,0,0,2.3175,23.63172727,0,0,37.386,0,0,0
134,AS14.05,14-03-14,0,0,0,0,1,0,0,8,-1,2,0,63.89215908,1,0,15.12182353,49.57305682,4.144753846,0,0,0,44.801875,58.581125,0,0,9.552333333,0,0
